Date,Open,High,Low,Close,Volume,Adj Close
2015-08-05,1182000.00,1182000.00,1158000.00,1159000.00,256000,1139874.98
2015-08-04,1175000.00,1187000.00,1170000.00,1182000.00,256800,1162495.45
2015-08-03,1184000.00,1184000.00,1166000.00,1175000.00,196800,1155610.96
2015-07-31,1220000.00,1222000.00,1175000.00,1185000.00,391500,1165445.95
2015-07-30,1258000.00,1260000.00,1215000.00,1215000.00,308300,1194950.91
2015-07-29,1250000.00,1275000.00,1231000.00,1263000.00,274600,1242158.85
2015-07-28,1224000.00,1251000.00,1219000.00,1230000.00,267600,1209703.39
2015-07-27,1229000.00,1247000.00,1228000.00,1230000.00,243000,1209703.39
2015-07-24,1227000.00,1238000.00,1224000.00,1229000.00,196500,1208719.89
2015-07-23,1244000.00,1253000.00,1234000.00,1234000.00,208900,1213637.39
2015-07-22,1244000.00,1260000.00,1235000.00,1253000.00,268300,1232323.86
2015-07-21,1275000.00,1277000.00,1247000.00,1263000.00,194000,1242158.85
2015-07-20,1291000.00,1304000.00,1273000.00,1275000.00,128900,1253960.83
2015-07-17,1300000.00,1311000.00,1278000.00,1305000.00,297200,1283465.79
2015-07-16,1223000.00,1287000.00,1223000.00,1282000.00,223400,1260845.32
2015-07-15,1225000.00,1238000.00,1224000.00,1235000.00,167400,1214620.89
2015-07-14,1265000.00,1270000.00,1221000.00,1225000.00,399700,1204785.90
2015-07-13,1250000.00,1272000.00,1245000.00,1266000.00,153400,1245109.34
2015-07-10,1257000.00,1266000.00,1248000.00,1259000.00,191400,1238224.85
2015-07-09,1230000.00,1265000.00,1226000.00,1265000.00,280600,1244125.85
2015-07-08,1240000.00,1251000.00,1232000.00,1239000.00,235600,1218554.88
2015-07-07,1220000.00,1259000.00,1220000.00,1240000.00,249500,1219538.38
2015-07-06,1253000.00,1260000.00,1223000.00,1230000.00,201900,1209703.39
2015-07-03,1287000.00,1294000.00,1267000.00,1268000.00,142600,1247076.34
2015-07-02,1286000.00,1304000.00,1285000.00,1299000.00,164400,1277564.80
2015-07-01,1268000.00,1302000.00,1259000.00,1295000.00,166400,1273630.81
2015-06-30,1276000.00,1285000.00,1266000.00,1268000.00,197400,1247076.34
2015-06-29,1269000.00,1285000.00,1256000.00,1281000.00,230300,1259861.83
2015-06-26,1252000.00,1290000.00,1252000.00,1278000.00,206900,1255927.84
2015-06-25,1290000.00,1303000.00,1269000.00,1269000.00,213900,1247083.27
2015-06-24,1300000.00,1311000.00,1291000.00,1302000.00,203900,1279513.34
2015-06-23,1309000.00,1328000.00,1291000.00,1321000.00,203100,1298185.19
2015-06-22,1291000.00,1296000.00,1276000.00,1281000.00,127400,1258876.02
2015-06-19,1266000.00,1278000.00,1260000.00,1266000.00,141800,1244135.09
2015-06-18,1259000.00,1279000.00,1251000.00,1265000.00,164900,1243152.36
2015-06-17,1250000.00,1266000.00,1240000.00,1254000.00,189000,1232342.34
2015-06-16,1270000.00,1274000.00,1245000.00,1255000.00,255300,1233325.07
2015-06-15,1255000.00,1274000.00,1255000.00,1270000.00,161300,1248066.00
2015-06-12,1278000.00,1287000.00,1264000.00,1277000.00,234800,1254945.11
2015-06-11,1263000.00,1274000.00,1253000.00,1257000.00,306200,1235290.53
2015-06-10,1282000.00,1294000.00,1262000.00,1262000.00,250000,1240204.17
2015-06-09,1300000.00,1310000.00,1268000.00,1282000.00,274700,1259858.75
2015-06-08,1345000.00,1347000.00,1313000.00,1314000.00,202300,1291306.09
2015-06-05,1325000.00,1355000.00,1320000.00,1341000.00,196500,1317839.77
2015-06-04,1315000.00,1341000.00,1305000.00,1337000.00,388200,1313908.86
2015-06-03,1303000.00,1316000.00,1265000.00,1273000.00,235300,1251014.19
2015-06-02,1300000.00,1303000.00,1288000.00,1303000.00,175100,1280496.07
2015-06-01,1300000.00,1301000.00,1288000.00,1291000.00,218400,1268703.32
2015-05-29,1320000.00,1321000.00,1297000.00,1307000.00,347600,1284426.98
2015-05-28,1317000.00,1321000.00,1301000.00,1309000.00,300900,1286392.44
2015-05-27,1360000.00,1366000.00,1313000.00,1314000.00,345300,1291306.09
2015-05-26,1366000.00,1369000.00,1336000.00,1362000.00,200600,1338477.08
2015-05-25,1350000.00,1350000.00,1350000.00,1350000.00,000,1326684.33
2015-05-22,1353000.00,1353000.00,1335000.00,1350000.00,163900,1326684.33
2015-05-21,1371000.00,1372000.00,1344000.00,1352000.00,144200,1328649.79
2015-05-20,1349000.00,1370000.00,1341000.00,1366000.00,205800,1342408.00
2015-05-19,1321000.00,1355000.00,1307000.00,1338000.00,173600,1314891.59
2015-05-18,1335000.00,1335000.00,1309000.00,1320000.00,192500,1297202.46
2015-05-15,1355000.00,1356000.00,1321000.00,1326000.00,178400,1303098.84
2015-05-14,1341000.00,1343000.00,1328000.00,1340000.00,169700,1316857.04
2015-05-13,1349000.00,1349000.00,1326000.00,1333000.00,197500,1309977.94
2015-05-12,1345000.00,1353000.00,1324000.00,1331000.00,212600,1308012.48
2015-05-11,1360000.00,1360000.00,1336000.00,1336000.00,192800,1312926.13
2015-05-08,1366000.00,1370000.00,1338000.00,1338000.00,189700,1314891.59
2015-05-07,1362000.00,1375000.00,1354000.00,1370000.00,205100,1346338.92
2015-05-06,1390000.00,1391000.00,1356000.00,1362000.00,265400,1338477.08
2015-05-05,1400000.00,1400000.00,1400000.00,1400000.00,000,1375820.79
2015-05-04,1407000.00,1423000.00,1397000.00,1400000.00,165600,1375820.79
2015-05-01,1410000.00,1410000.00,1410000.00,1410000.00,000,1385648.08
2015-04-30,1385000.00,1418000.00,1379000.00,1410000.00,367000,1385648.08
2015-04-29,1367000.00,1394000.00,1364000.00,1385000.00,217900,1361079.85
2015-04-28,1390000.00,1400000.00,1359000.00,1366000.00,313900,1342408.00
2015-04-27,1410000.00,1411000.00,1375000.00,1395000.00,330300,1370907.15
2015-04-24,1449000.00,1455000.00,1400000.00,1410000.00,381700,1385648.08
2015-04-23,1470000.00,1470000.00,1440000.00,1451000.00,184900,1425939.98
2015-04-22,1444000.00,1473000.00,1436000.00,1461000.00,253100,1435767.27
2015-04-21,1421000.00,1445000.00,1420000.00,1444000.00,237000,1419060.87
2015-04-20,1446000.00,1448000.00,1423000.00,1430000.00,247800,1405302.67
2015-04-17,1477000.00,1478000.00,1447000.00,1450000.00,203400,1424957.25
2015-04-16,1462000.00,1477000.00,1447000.00,1477000.00,215200,1451490.94
2015-04-15,1460000.00,1470000.00,1427000.00,1446000.00,271000,1421026.33
2015-04-14,1485000.00,1485000.00,1465000.00,1474000.00,188500,1448542.75
2015-04-13,1479000.00,1491000.00,1468000.00,1479000.00,205800,1453456.39
2015-04-10,1480000.00,1494000.00,1478000.00,1490000.00,199200,1464266.41
2015-04-09,1470000.00,1489000.00,1470000.00,1483000.00,182100,1457387.31
2015-04-08,1470000.00,1485000.00,1460000.00,1479000.00,155400,1453456.39
2015-04-07,1478000.00,1485000.00,1462000.00,1462000.00,190500,1436750.00
2015-04-06,1443000.00,1490000.00,1435000.00,1470000.00,211600,1444611.83
2015-04-03,1434000.00,1440000.00,1420000.00,1434000.00,125400,1409233.58
2015-04-02,1434000.00,1440000.00,1423000.00,1434000.00,138000,1409233.58
2015-04-01,1437000.00,1437000.00,1420000.00,1423000.00,145300,1398423.56
2015-03-31,1449000.00,1452000.00,1430000.00,1441000.00,196800,1416112.69
2015-03-30,1425000.00,1434000.00,1412000.00,1428000.00,179100,1403337.21
2015-03-27,1415000.00,1448000.00,1415000.00,1421000.00,321300,1396458.10
2015-03-26,1450000.00,1456000.00,1421000.00,1421000.00,420100,1396458.10
2015-03-25,1487000.00,1488000.00,1472000.00,1485000.00,187300,1459352.77
2015-03-24,1455000.00,1478000.00,1455000.00,1476000.00,182200,1450508.21
2015-03-23,1462000.00,1474000.00,1458000.00,1467000.00,162400,1441663.64
2015-03-20,1475000.00,1480000.00,1460000.00,1464000.00,254000,1438715.46
2015-03-19,1510000.00,1510000.00,1470000.00,1470000.00,264500,1444611.83
2015-03-18,1496000.00,1506000.00,1486000.00,1503000.00,249200,1477041.89
2015-03-17,1470000.00,1500000.00,1460000.00,1497000.00,273200,1471145.52
2015-03-16,1458000.00,1487000.00,1455000.00,1470000.00,179400,1444611.83
2015-03-13,1461000.00,1479000.00,1455000.00,1457000.00,188200,1431836.35
2015-03-12,1460000.00,1473000.00,1447000.00,1447000.00,383000,1422009.06
2015-03-11,1419000.00,1479000.00,1418000.00,1474000.00,422100,1448542.75
2015-03-10,1434000.00,1443000.00,1420000.00,1421000.00,208300,1396458.10
2015-03-09,1440000.00,1440000.00,1420000.00,1420000.00,156200,1395475.37
2015-03-06,1414000.00,1449000.00,1406000.00,1442000.00,234600,1417095.42
2015-03-05,1439000.00,1443000.00,1417000.00,1422000.00,192300,1397440.83
2015-03-04,1411000.00,1440000.00,1410000.00,1437000.00,232000,1412181.77
2015-03-03,1435000.00,1437000.00,1406000.00,1418000.00,274900,1393509.92
2015-03-02,1375000.00,1423000.00,1367000.00,1423000.00,436100,1398423.56
2015-02-27,1375000.00,1376000.00,1357000.00,1357000.00,260100,1333563.44
2015-02-26,1379000.00,1380000.00,1368000.00,1375000.00,163500,1351252.56
2015-02-25,1380000.00,1385000.00,1373000.00,1379000.00,167400,1355183.48
2015-02-24,1385000.00,1389000.00,1364000.00,1367000.00,217200,1343390.73
2015-02-23,1378000.00,1390000.00,1366000.00,1367000.00,306000,1343390.73
2015-02-20,1377000.00,1377000.00,1377000.00,1377000.00,000,1353218.02
2015-02-19,1377000.00,1377000.00,1377000.00,1377000.00,000,1353218.02
2015-02-18,1377000.00,1377000.00,1377000.00,1377000.00,000,1353218.02
2015-02-17,1374000.00,1377000.00,1364000.00,1377000.00,114900,1353218.02
2015-02-16,1368000.00,1374000.00,1361000.00,1374000.00,124500,1350269.83
2015-02-13,1360000.00,1361000.00,1345000.00,1361000.00,130400,1337494.36
2015-02-12,1340000.00,1358000.00,1331000.00,1344000.00,214900,1320787.96
2015-02-11,1374000.00,1374000.00,1354000.00,1355000.00,199400,1331597.98
2015-02-10,1400000.00,1400000.00,1377000.00,1378000.00,130300,1354200.75
2015-02-09,1360000.00,1399000.00,1357000.00,1395000.00,173800,1370907.15
2015-02-06,1346000.00,1374000.00,1336000.00,1372000.00,160100,1348304.38
2015-02-05,1359000.00,1369000.00,1346000.00,1358000.00,135400,1334546.17
2015-02-04,1375000.00,1381000.00,1359000.00,1359000.00,186500,1335528.90
2015-02-03,1380000.00,1380000.00,1359000.00,1366000.00,113000,1342408.00
2015-02-02,1365000.00,1377000.00,1356000.00,1368000.00,210400,1344373.46
2015-01-30,1360000.00,1377000.00,1360000.00,1365000.00,322200,1341425.27
2015-01-29,1368000.00,1395000.00,1357000.00,1360000.00,274000,1336511.63
2015-01-28,1386000.00,1390000.00,1374000.00,1378000.00,216600,1354200.75
2015-01-27,1375000.00,1400000.00,1374000.00,1400000.00,199100,1375820.79
2015-01-26,1375000.00,1395000.00,1364000.00,1389000.00,203000,1365010.77
2015-01-23,1400000.00,1400000.00,1377000.00,1386000.00,257100,1362062.58
2015-01-22,1398000.00,1399000.00,1378000.00,1378000.00,359100,1354200.75
2015-01-21,1367000.00,1395000.00,1360000.00,1395000.00,332200,1370907.15
2015-01-20,1350000.00,1372000.00,1345000.00,1372000.00,265500,1348304.38
2015-01-19,1329000.00,1349000.00,1320000.00,1343000.00,133400,1319805.23
2015-01-16,1334000.00,1334000.00,1313000.00,1316000.00,271300,1293271.54
2015-01-15,1345000.00,1349000.00,1329000.00,1334000.00,282000,1310960.67
2015-01-14,1339000.00,1355000.00,1335000.00,1345000.00,286600,1321770.69
2015-01-13,1314000.00,1340000.00,1300000.00,1339000.00,245800,1315874.31
2015-01-12,1313000.00,1319000.00,1301000.00,1316000.00,166500,1293271.54
2015-01-09,1314000.00,1322000.00,1314000.00,1314000.00,186200,1291306.09
2015-01-08,1339000.00,1339000.00,1310000.00,1314000.00,289500,1291306.09
2015-01-07,1294000.00,1311000.00,1282000.00,1307000.00,286400,1284426.98
2015-01-06,1315000.00,1317000.00,1288000.00,1295000.00,304700,1272634.23
2015-01-05,1336000.00,1336000.00,1313000.00,1333000.00,202700,1309977.94
2015-01-02,1340000.00,1340000.00,1327000.00,1330000.00,175400,1307029.75
2015-01-01,1327000.00,1327000.00,1327000.00,1327000.00,000,1304081.56
2014-12-31,1327000.00,1327000.00,1327000.00,1327000.00,000,1304081.56
2014-12-30,1330000.00,1335000.00,1321000.00,1327000.00,212900,1304081.56
2014-12-29,1345000.00,1347000.00,1329000.00,1329000.00,192700,1306047.02
2014-12-26,1343000.00,1355000.00,1343000.00,1352000.00,229700,1309486.57
2014-12-25,1343000.00,1343000.00,1343000.00,1343000.00,000,1300769.57
2014-12-24,1339000.00,1343000.00,1339000.00,1343000.00,125100,1300769.57
2014-12-23,1346000.00,1349000.00,1337000.00,1339000.00,219500,1296895.35
2014-12-22,1345000.00,1347000.00,1318000.00,1345000.00,358800,1302706.68
2014-12-19,1294000.00,1328000.00,1287000.00,1328000.00,367100,1286241.24
2014-12-18,1266000.00,1279000.00,1252000.00,1266000.00,236100,1226190.82
2014-12-17,1279000.00,1283000.00,1253000.00,1266000.00,261700,1226190.82
2014-12-16,1270000.00,1289000.00,1268000.00,1279000.00,257800,1238782.04
2014-12-15,1280000.00,1280000.00,1260000.00,1273000.00,286700,1232970.71
2014-12-12,1303000.00,1304000.00,1274000.00,1286000.00,287900,1245561.93
2014-12-11,1317000.00,1319000.00,1294000.00,1305000.00,409800,1263964.47
2014-12-10,1346000.00,1346000.00,1317000.00,1317000.00,319500,1275587.14
2014-12-09,1319000.00,1357000.00,1319000.00,1349000.00,271000,1306580.90
2014-12-08,1303000.00,1321000.00,1302000.00,1319000.00,158300,1277524.25
2014-12-05,1314000.00,1314000.00,1300000.00,1302000.00,112700,1261058.81
2014-12-04,1302000.00,1303000.00,1298000.00,1300000.00,177400,1259121.70
2014-12-03,1300000.00,1301000.00,1295000.00,1298000.00,194700,1257184.59
2014-12-02,1295000.00,1295000.00,1266000.00,1295000.00,184400,1254278.92
2014-12-01,1294000.00,1298000.00,1287000.00,1295000.00,257300,1254278.92
2014-11-28,1295000.00,1296000.00,1274000.00,1287000.00,196800,1246530.48
2014-11-27,1273000.00,1301000.00,1264000.00,1264000.00,887500,1224253.71
2014-11-26,1190000.00,1211000.00,1182000.00,1201000.00,245700,1163234.74
2014-11-25,1224000.00,1224000.00,1190000.00,1190000.00,356200,1152580.63
2014-11-24,1247000.00,1248000.00,1210000.00,1220000.00,205600,1181637.29
2014-11-21,1219000.00,1226000.00,1217000.00,1223000.00,246700,1184542.95
2014-11-20,1206000.00,1220000.00,1206000.00,1210000.00,200400,1171951.73
2014-11-19,1238000.00,1238000.00,1212000.00,1218000.00,250000,1179700.18
2014-11-18,1220000.00,1227000.00,1215000.00,1220000.00,215000,1181637.29
2014-11-17,1190000.00,1220000.00,1182000.00,1205000.00,193800,1167108.96
2014-11-14,1201000.00,1201000.00,1180000.00,1194000.00,212400,1156454.85
2014-11-13,1228000.00,1232000.00,1199000.00,1200000.00,230900,1162266.18
2014-11-12,1231000.00,1234000.00,1219000.00,1230000.00,181500,1191322.84
2014-11-11,1255000.00,1261000.00,1227000.00,1231000.00,242800,1192291.39
2014-11-10,1226000.00,1269000.00,1222000.00,1268000.00,384000,1228127.93
2014-11-07,1218000.00,1218000.00,1195000.00,1206000.00,120600,1168077.51
2014-11-06,1198000.00,1210000.00,1193000.00,1204000.00,171400,1166140.40
2014-11-05,1215000.00,1225000.00,1194000.00,1202000.00,203200,1164203.29
2014-11-04,1219000.00,1242000.00,1205000.00,1217000.00,260000,1178731.62
2014-11-03,1250000.00,1252000.00,1216000.00,1235000.00,269500,1196165.61
2014-10-31,1198000.00,1250000.00,1185000.00,1244000.00,772400,1204882.61
2014-10-30,1129000.00,1183000.00,1115000.00,1181000.00,491300,1143863.64
2014-10-29,1100000.00,1130000.00,1090000.00,1130000.00,274500,1094467.32
2014-10-28,1090000.00,1100000.00,1086000.00,1091000.00,124800,1056693.67
2014-10-27,1101000.00,1111000.00,1087000.00,1095000.00,167700,1060567.89
2014-10-24,1103000.00,1112000.00,1092000.00,1112000.00,167500,1077033.33
2014-10-23,1113000.00,1113000.00,1090000.00,1094000.00,170100,1059599.34
2014-10-22,1097000.00,1104000.00,1090000.00,1104000.00,222500,1069284.89
2014-10-21,1094000.00,1100000.00,1081000.00,1083000.00,235300,1048945.23
2014-10-20,1115000.00,1117000.00,1101000.00,1106000.00,189500,1071222.00
2014-10-17,1106000.00,1115000.00,1087000.00,1089000.00,325600,1054756.56
2014-10-16,1116000.00,1121000.00,1104000.00,1115000.00,302900,1079938.99
2014-10-15,1128000.00,1145000.00,1120000.00,1125000.00,282800,1089624.55
2014-10-14,1127000.00,1146000.00,1120000.00,1127000.00,331400,1091561.66
2014-10-13,1082000.00,1127000.00,1078000.00,1108000.00,226800,1073159.11
2014-10-10,1100000.00,1114000.00,1099000.00,1105000.00,436700,1070253.44
2014-10-09,1130000.00,1130000.00,1130000.00,1130000.00,000,1094467.32
2014-10-08,1142000.00,1151000.00,1124000.00,1130000.00,294400,1094467.32
2014-10-07,1162000.00,1186000.00,1162000.00,1162000.00,202900,1125461.09
2014-10-06,1145000.00,1156000.00,1138000.00,1151000.00,425000,1114806.98
2014-10-03,1141000.00,1141000.00,1141000.00,1141000.00,000,1105121.43
2014-10-02,1165000.00,1165000.00,1141000.00,1141000.00,254600,1105121.43
2014-10-01,1174000.00,1183000.00,1156000.00,1156000.00,238500,1119649.76
2014-09-30,1185000.00,1188000.00,1165000.00,1184000.00,247500,1146769.30
2014-09-29,1193000.00,1200000.00,1170000.00,1195000.00,188000,1157423.41
2014-09-26,1152000.00,1185000.00,1148000.00,1185000.00,248200,1147737.86
2014-09-25,1162000.00,1166000.00,1147000.00,1156000.00,388200,1119649.76
2014-09-24,1152000.00,1161000.00,1141000.00,1150000.00,315700,1113838.43
2014-09-23,1178000.00,1185000.00,1161000.00,1161000.00,390800,1124492.53
2014-09-22,1204000.00,1204000.00,1180000.00,1188000.00,320400,1150643.52
2014-09-19,1223000.00,1223000.00,1206000.00,1210000.00,268700,1171951.73
2014-09-18,1230000.00,1230000.00,1204000.00,1210000.00,189500,1171951.73
2014-09-17,1207000.00,1226000.00,1207000.00,1226000.00,150900,1187448.62
2014-09-16,1208000.00,1215000.00,1201000.00,1206000.00,141800,1168077.51
2014-09-15,1207000.00,1208000.00,1196000.00,1200000.00,143200,1162266.18
2014-09-12,1200000.00,1208000.00,1200000.00,1201000.00,217400,1163234.74
2014-09-11,1200000.00,1207000.00,1192000.00,1192000.00,466100,1154517.74
2014-09-10,1201000.00,1201000.00,1201000.00,1201000.00,000,1163234.74
2014-09-09,1201000.00,1201000.00,1201000.00,1201000.00,000,1163234.74
2014-09-08,1201000.00,1201000.00,1201000.00,1201000.00,000,1163234.74
2014-09-05,1215000.00,1216000.00,1195000.00,1201000.00,215400,1163234.74
2014-09-04,1210000.00,1216000.00,1202000.00,1210000.00,241900,1171951.73
2014-09-03,1200000.00,1200000.00,1180000.00,1189000.00,424700,1151612.08
2014-09-02,1221000.00,1225000.00,1194000.00,1194000.00,317900,1156454.85
2014-09-01,1236000.00,1237000.00,1224000.00,1226000.00,113200,1187448.62
2014-08-29,1238000.00,1238000.00,1228000.00,1234000.00,291100,1195197.06
2014-08-28,1258000.00,1258000.00,1236000.00,1242000.00,206200,1202945.50
2014-08-27,1223000.00,1237000.00,1222000.00,1230000.00,243400,1191322.84
2014-08-26,1235000.00,1235000.00,1221000.00,1222000.00,214300,1183574.40
2014-08-25,1231000.00,1231000.00,1221000.00,1228000.00,231500,1189385.73
2014-08-22,1245000.00,1247000.00,1235000.00,1247000.00,168100,1207788.28
2014-08-21,1255000.00,1261000.00,1231000.00,1235000.00,342100,1196165.61
2014-08-20,1264000.00,1271000.00,1251000.00,1261000.00,188600,1221348.05
2014-08-19,1264000.00,1273000.00,1253000.00,1254000.00,200800,1214568.16
2014-08-18,1279000.00,1280000.00,1250000.00,1250000.00,210300,1210693.94
2014-08-15,1261000.00,1261000.00,1261000.00,1261000.00,000,1221348.05
2014-08-14,1274000.00,1282000.00,1254000.00,1261000.00,208900,1221348.05
2014-08-13,1275000.00,1275000.00,1248000.00,1264000.00,256900,1224253.71
2014-08-12,1270000.00,1294000.00,1262000.00,1266000.00,179900,1226190.82
2014-08-11,1275000.00,1282000.00,1257000.00,1270000.00,372300,1230065.04
2014-08-08,1284000.00,1285000.00,1248000.00,1250000.00,412400,1210693.94
2014-08-07,1300000.00,1302000.00,1285000.00,1290000.00,190500,1249436.15
2014-08-06,1306000.00,1316000.00,1295000.00,1300000.00,216600,1259121.70
2014-08-05,1301000.00,1321000.00,1300000.00,1316000.00,172500,1274618.58
2014-08-04,1300000.00,1317000.00,1291000.00,1317000.00,241300,1275587.14
2014-08-01,1305000.00,1328000.00,1292000.00,1292000.00,564600,1251373.26
2014-07-31,1374000.00,1385000.00,1336000.00,1343000.00,487000,1300769.57
2014-07-30,1388000.00,1408000.00,1374000.00,1395000.00,347100,1351134.44
2014-07-29,1355000.00,1388000.00,1353000.00,1386000.00,256100,1342417.44
2014-07-28,1355000.00,1367000.00,1344000.00,1358000.00,179800,1315297.90
2014-07-25,1346000.00,1355000.00,1335000.00,1355000.00,175800,1312392.23
2014-07-24,1350000.00,1358000.00,1331000.00,1355000.00,161000,1312392.23
2014-07-23,1354000.00,1357000.00,1335000.00,1338000.00,128300,1295926.79
2014-07-22,1348000.00,1358000.00,1345000.00,1348000.00,126000,1305612.35
2014-07-21,1349000.00,1360000.00,1343000.00,1353000.00,161100,1310455.12
2014-07-18,1315000.00,1343000.00,1314000.00,1343000.00,194800,1300769.57
2014-07-17,1326000.00,1335000.00,1320000.00,1330000.00,218400,1288178.35
2014-07-16,1313000.00,1323000.00,1311000.00,1321000.00,182200,1279461.36
2014-07-15,1300000.00,1323000.00,1297000.00,1320000.00,239500,1278492.80
2014-07-14,1298000.00,1300000.00,1286000.00,1286000.00,141600,1245561.93
2014-07-11,1300000.00,1302000.00,1282000.00,1284000.00,215500,1243624.82
2014-07-10,1308000.00,1311000.00,1302000.00,1306000.00,179200,1264933.03
2014-07-09,1287000.00,1308000.00,1283000.00,1308000.00,236500,1266870.14
2014-07-08,1294000.00,1319000.00,1287000.00,1295000.00,241400,1254278.92
2014-07-07,1291000.00,1301000.00,1290000.00,1292000.00,188700,1251373.26
2014-07-04,1322000.00,1326000.00,1303000.00,1306000.00,119500,1264933.03
2014-07-03,1336000.00,1336000.00,1316000.00,1318000.00,170800,1276555.69
2014-07-02,1317000.00,1331000.00,1306000.00,1330000.00,222700,1288178.35
2014-07-01,1308000.00,1314000.00,1301000.00,1310000.00,174500,1268807.25
2014-06-30,1310000.00,1324000.00,1309000.00,1322000.00,177600,1280429.91
2014-06-27,1307000.00,1319000.00,1306000.00,1311000.00,179000,1269775.80
2014-06-26,1309000.00,1343000.00,1307000.00,1325000.00,255300,1282851.30
2014-06-25,1330000.00,1333000.00,1318000.00,1320000.00,204600,1278010.35
2014-06-24,1340000.00,1354000.00,1332000.00,1345000.00,237800,1302215.09
2014-06-23,1321000.00,1332000.00,1316000.00,1322000.00,249700,1279946.73
2014-06-20,1330000.00,1330000.00,1296000.00,1301000.00,478000,1259614.74
2014-06-19,1345000.00,1349000.00,1320000.00,1323000.00,446700,1280914.92
2014-06-18,1373000.00,1376000.00,1356000.00,1358000.00,220800,1314801.55
2014-06-17,1360000.00,1378000.00,1351000.00,1374000.00,269500,1330292.59
2014-06-16,1380000.00,1382000.00,1362000.00,1374000.00,306300,1330292.59
2014-06-13,1402000.00,1404000.00,1363000.00,1367000.00,371700,1323515.26
2014-06-12,1430000.00,1430000.00,1401000.00,1413000.00,258800,1368051.98
2014-06-11,1412000.00,1430000.00,1412000.00,1422000.00,172500,1376765.69
2014-06-10,1421000.00,1438000.00,1405000.00,1436000.00,184200,1390320.35
2014-06-09,1470000.00,1473000.00,1402000.00,1409000.00,445300,1364179.23
2014-06-06,1457000.00,1457000.00,1457000.00,1457000.00,000,1410652.33
2014-06-05,1466000.00,1480000.00,1450000.00,1457000.00,270100,1410652.33
2014-06-04,1470000.00,1470000.00,1470000.00,1470000.00,000,1423238.80
2014-06-03,1484000.00,1495000.00,1465000.00,1470000.00,344600,1423238.80
2014-06-02,1443000.00,1458000.00,1439000.00,1455000.00,148700,1408715.95
2014-05-30,1470000.00,1482000.00,1443000.00,1443000.00,316600,1397097.67
2014-05-29,1450000.00,1465000.00,1440000.00,1460000.00,250400,1413556.90
2014-05-28,1419000.00,1435000.00,1409000.00,1433000.00,184000,1387415.78
2014-05-27,1417000.00,1423000.00,1403000.00,1407000.00,94900,1362242.85
2014-05-26,1420000.00,1432000.00,1415000.00,1422000.00,74700,1376765.69
2014-05-23,1405000.00,1428000.00,1405000.00,1428000.00,170200,1382574.83
2014-05-22,1441000.00,1448000.00,1426000.00,1426000.00,190800,1380638.45
2014-05-21,1435000.00,1450000.00,1435000.00,1441000.00,216800,1395161.30
2014-05-20,1445000.00,1454000.00,1435000.00,1451000.00,320100,1404843.19
2014-05-19,1428000.00,1450000.00,1408000.00,1448000.00,385600,1401938.62
2014-05-16,1400000.00,1437000.00,1399000.00,1428000.00,317100,1382574.83
2014-05-15,1414000.00,1419000.00,1403000.00,1410000.00,136100,1365147.42
2014-05-14,1409000.00,1415000.00,1401000.00,1415000.00,222000,1369988.36
2014-05-13,1388000.00,1425000.00,1388000.00,1400000.00,242100,1355465.52
2014-05-12,1336000.00,1395000.00,1332000.00,1388000.00,318800,1343847.24
2014-05-09,1356000.00,1358000.00,1326000.00,1335000.00,263100,1292533.19
2014-05-08,1355000.00,1355000.00,1344000.00,1350000.00,325600,1307056.04
2014-05-07,1350000.00,1356000.00,1340000.00,1344000.00,283700,1301246.90
2014-05-06,1346000.00,1346000.00,1346000.00,1346000.00,000,1303183.28
2014-05-05,1346000.00,1346000.00,1346000.00,1346000.00,000,1303183.28
2014-05-02,1354000.00,1359000.00,1344000.00,1346000.00,298800,1303183.28
2014-05-01,1343000.00,1343000.00,1343000.00,1343000.00,000,1300278.71
2014-04-30,1380000.00,1381000.00,1326000.00,1343000.00,300900,1300278.71
2014-04-29,1389000.00,1395000.00,1351000.00,1360000.00,218100,1316737.93
2014-04-28,1404000.00,1406000.00,1382000.00,1388000.00,188600,1343847.24
2014-04-25,1420000.00,1428000.00,1398000.00,1399000.00,305300,1354497.33
2014-04-24,1409000.00,1409000.00,1399000.00,1407000.00,210900,1362242.85
2014-04-23,1394000.00,1395000.00,1382000.00,1389000.00,190000,1344815.43
2014-04-22,1374000.00,1384000.00,1371000.00,1375000.00,121600,1331260.78
2014-04-21,1379000.00,1386000.00,1375000.00,1380000.00,65900,1336101.73
2014-04-18,1370000.00,1379000.00,1370000.00,1378000.00,190300,1334165.35
2014-04-17,1376000.00,1380000.00,1366000.00,1370000.00,144800,1326419.83
2014-04-16,1370000.00,1392000.00,1363000.00,1380000.00,186100,1336101.73
2014-04-15,1386000.00,1387000.00,1369000.00,1370000.00,219300,1326419.83
2014-04-14,1365000.00,1386000.00,1365000.00,1370000.00,211700,1326419.83
2014-04-11,1362000.00,1368000.00,1359000.00,1365000.00,213100,1321578.88
2014-04-10,1369000.00,1380000.00,1360000.00,1380000.00,199900,1336101.73
2014-04-09,1394000.00,1395000.00,1364000.00,1371000.00,321200,1327388.02
2014-04-08,1387000.00,1399000.00,1375000.00,1394000.00,212100,1349656.38
2014-04-07,1397000.00,1397000.00,1374000.00,1397000.00,215200,1352560.95
2014-04-04,1377000.00,1397000.00,1377000.00,1380000.00,368000,1336101.73
